Pet, Gender, Education, Urbanicity, Children, Employment, Income
0, 1, Some college, Suburban, 1, 1, 33220
1, 1, High school, Urban, 0, 1, 28916
0, 0, High school, Urban, 0, 1, 32280
1, 0, High school, Suburban, 0, 1, 32323
1, 0, High school, Urban, 0, 1, 32470
1, 0, Bachelor's degree +, Suburban, 1, 0, 70633
0, 0, High school, Suburban, 0, 1, 32089
1, 0, Some college, Suburban, 0, 0, 39728
1, 0, Bachelor's degree +, Suburban, 0, 1, 70696
1, 0, Some college, Suburban, 0, 0, 39989
1, 0, Bachelor's degree +, Suburban, 1, 1, 70702
1, 0, Some college, Rural, 0, 1, 39968
1, 1, Some college, Urban, 0, 0, 33670
1, 0, Some college, Suburban, 1, 1, 40064
0, 0, Bachelor's degree +, Urban, 0, 1, 70213
0, 1, Bachelor's degree +, Urban, 0, 1, 54546
1, 0, Some college, Urban, 0, 1, 39938
0, 0, High school, Suburban, 0, 0, 32181
1, 0, High school, Suburban, 1, 0, 32456
1, 1, Some college, Urban, 0, 1, 33370
1, 0, Some college, Suburban, 0, 1, 39884
1, 0, Some college, Rural, 0, 0, 39881
1, 1, Bachelor's degree +, Rural, 1, 1, 54187
1, 0, High school, Suburban, 1, 0, 32309
0, 1, High school, Urban, 1, 1, 28893
1, 1, High school, Rural, 1, 1, 28941
0, 1, High school, Suburban, 1, 0, 28862
0, 1, Bachelor's degree +, Suburban, 1, 0, 54452
0, 0, Less than high school, Urban, 0, 0, 22216
1, 1, Bachelor's degree +, Suburban, 0, 0, 54431
0, 0, Some college, Rural, 0, 0, 39666
0, 0, Bachelor's degree +, Suburban, 0, 1, 70366
1, 1, Some college, Urban, 0, 1, 33205
1, 1, Bachelor's degree +, Suburban, 0, 0, 54598
1, 1, High school, Suburban, 0, 1, 28975
1, 1, Bachelor's degree +, Rural, 0, 1, 54236
0, 1, Bachelor's degree +, Urban, 0, 1, 54447
1, 0, Bachelor's degree +, Rural, 0, 1, 70353
1, 0, High school, Urban, 0, 0, 32285
0, 1, Less than high school, Suburban, 0, 1, 20732
0, 1, Bachelor's degree +, Suburban, 0, 0, 54330
1, 0, High school, Suburban, 1, 1, 32088
0, 0, Bachelor's degree +, Suburban, 0, 1, 69963
0, 0, Bachelor's degree +, Suburban, 0, 0, 70629
1, 1, Some college, Urban, 0, 1, 33427
0, 1, Bachelor's degree +, Urban, 0, 0, 54135
0, 0, Less than high school, Rural, 0, 0, 22217
1, 1, High school, Urban, 0, 0, 28897
0, 1, High school, Urban, 1, 1, 28839
0, 1, Less than high school, Suburban, 0, 0, 20773
0, 0, Some college, Suburban, 0, 1, 39886
1, 1, Less than high school, Rural, 0, 0, 20780
1, 0, Bachelor's degree +, Rural, 0, 0, 70323
1, 1, High school, Rural, 0, 1, 28693
1, 1, Some college, Urban, 0, 1, 33154
0, 1, Bachelor's degree +, Rural, 0, 0, 54163
0, 1, High school, Urban, 0, 1, 28731
0, 1, Some college, Rural, 0, 0, 33364
1, 1, Bachelor's degree +, Rural, 0, 1, 54386
0, 1, Bachelor's degree +, Suburban, 1, 0, 54774
1, 1, Bachelor's degree +, Suburban, 0, 0, 54479
1, 0, Bachelor's degree +, Suburban, 0, 1, 70824
1, 0, High school, Rural, 1, 1, 32460
0, 1, Bachelor's degree +, Suburban, 1, 0, 54410
1, 1, High school, Suburban, 0, 1, 28769
1, 1, Bachelor's degree +, Urban, 1, 1, 54287
0, 0, Less than high school, Urban, 0, 0, 22215
1, 0, Some college, Urban, 0, 1, 39836
1, 1, High school, Suburban, 0, 0, 28829
1, 0, Bachelor's degree +, Urban, 1, 0, 70449
1, 1, Less than high school, Suburban, 1, 1, 20741
0, 0, Bachelor's degree +, Rural, 0, 1, 70085
0, 1, Bachelor's degree +, Suburban, 0, 0, 54353
1, 1, Bachelor's degree +, Suburban, 0, 0, 54639
1, 0, Some college, Suburban, 0, 0, 39734
0, 0, Bachelor's degree +, Suburban, 1, 1, 70344
1, 0, Some college, Suburban, 0, 0, 39798
1, 1, Some college, Urban, 0, 1, 33371
1, 1, High school, Urban, 0, 0, 28778
0, 1, Bachelor's degree +, Rural, 0, 1, 54492
0, 0, Bachelor's degree +, Suburban, 0, 0, 70414
0, 0, Less than high school, Suburban, 1, 0, 22215
1, 1, Some college, Urban, 0, 1, 33438
0, 1, Some college, Urban, 0, 0, 33336
0, 1, Bachelor's degree +, Rural, 1, 0, 54475
0, 1, Bachelor's degree +, Suburban, 0, 1, 54733
0, 0, Bachelor's degree +, Urban, 0, 1, 70155
1, 0, Less than high school, Suburban, 0, 1, 22228
1, 1, Bachelor's degree +, Rural, 0, 0, 54693
1, 0, High school, Rural, 1, 1, 32198
1, 1, Some college, Rural, 1, 1, 33082
1, 1, Some college, Suburban, 0, 0, 33556
0, 1, Some college, Urban, 0, 0, 33543
0, 1, High school, Suburban, 0, 1, 28939
0, 0, Bachelor's degree +, Urban, 1, 1, 70490
0, 0, Some college, Suburban, 0, 1, 39444
0, 0, Less than high school, Suburban, 0, 0, 22226
1, 1, Some college, Suburban, 1, 1, 33353
1, 1, High school, Urban, 1, 1, 28826
1, 0, High school, Urban, 1, 0, 32173
0, 0, High school, Suburban, 0, 1, 32367
1, 0, High school, Suburban, 0, 1, 32374
1, 0, High school, Urban, 0, 1, 32239
0, 0, Bachelor's degree +, Suburban, 0, 1, 70573
0, 0, Some college, Suburban, 0, 1, 39702
0, 0, Bachelor's degree +, Suburban, 1, 0, 70592
0, 0, Bachelor's degree +, Urban, 0, 0, 70355
1, 1, Some college, Urban, 0, 1, 33387
1, 0, Less than high school, Urban, 0, 1, 22222
1, 1, Bachelor's degree +, Suburban, 0, 0, 54706
1, 0, High school, Urban, 0, 1, 32588
1, 0, Some college, Suburban, 0, 0, 39998
1, 1, High school, Rural, 0, 1, 28909
0, 1, High school, Suburban, 0, 1, 28917
1, 1, Some college, Urban, 0, 0, 33329
0, 0, Bachelor's degree +, Suburban, 1, 1, 70568
0, 1, Bachelor's degree +, Suburban, 0, 0, 54247
1, 1, Bachelor's degree +, Suburban, 0, 1, 54367
1, 1, Bachelor's degree +, Urban, 0, 0, 54514
1, 1, High school, Rural, 0, 1, 28945
0, 1, High school, Suburban, 0, 1, 28934
1, 1, High school, Rural, 0, 1, 28682
0, 1, High school, Suburban, 0, 1, 28906
1, 1, Some college, Suburban, 0, 0, 33358
1, 1, Some college, Urban, 0, 1, 33107
0, 0, High school, Suburban, 0, 1, 32287
1, 1, Bachelor's degree +, Urban, 0, 1, 54480
0, 0, Bachelor's degree +, Suburban, 0, 0, 70768
1, 0, Bachelor's degree +, Suburban, 0, 0, 71035
1, 1, Some college, Suburban, 0, 1, 33319
1, 0, High school, Rural, 0, 0, 32326
1, 0, High school, Suburban, 0, 1, 32349
0, 1, Bachelor's degree +, Urban, 0, 1, 54582
1, 1, Bachelor's degree +, Suburban, 1, 1, 54603
0, 1, High school, Suburban, 0, 1, 28860
0, 1, Some college, Rural, 0, 0, 33093
1, 1, Bachelor's degree +, Suburban, 0, 1, 54501
1, 0, High school, Rural, 1, 0, 32191
0, 0, Bachelor's degree +, Suburban, 0, 1, 70536
1, 1, Less than high school, Urban, 0, 1, 20936
1, 0, Some college, Rural, 0, 1, 39490
1, 1, Some college, Rural, 0, 1, 33201
0, 0, Bachelor's degree +, Urban, 0, 0, 70371
1, 0, Some college, Rural, 1, 0, 39699
1, 1, Some college, Suburban, 0, 1, 33274
0, 1, High school, Suburban, 0, 0, 28903
0, 0, Bachelor's degree +, Suburban, 0, 1, 70436
1, 1, Some college, Rural, 0, 0, 33594
1, 1, Some college, Rural, 0, 1, 33565
1, 1, Some college, Urban, 1, 0, 33253
0, 0, Some college, Suburban, 1, 1, 39948
1, 1, High school, Urban, 0, 1, 28900
1, 1, Some college, Suburban, 0, 1, 33170
1, 0, Some college, Suburban, 0, 0, 39841
1, 0, Bachelor's degree +, Suburban, 1, 1, 70119
1, 1, Less than high school, Rural, 0, 1, 20733
0, 1, High school, Suburban, 0, 1, 28792
0, 1, High school, Suburban, 0, 0, 29001
1, 0, Some college, Suburban, 1, 1, 39778
0, 0, Some college, Urban, 1, 1, 39630
1, 0, Some college, Suburban, 0, 1, 39934
0, 1, Bachelor's degree +, Urban, 1, 0, 54237
1, 0, Some college, Urban, 0, 0, 39936
0, 0, Less than high school, Suburban, 0, 1, 22144
0, 0, Some college, Urban, 0, 0, 39780
1, 0, Bachelor's degree +, Suburban, 0, 0, 70212
0, 1, Bachelor's degree +, Urban, 0, 0, 54331
1, 0, Less than high school, Rural, 0, 1, 22127
0, 0, Bachelor's degree +, Suburban, 0, 0, 70888
0, 1, High school, Urban, 0, 0, 28855
0, 0, Less than high school, Urban, 0, 0, 22218
1, 0, Bachelor's degree +, Urban, 0, 1, 70856
0, 0, High school, Urban, 1, 1, 32354
0, 0, Some college, Suburban, 0, 0, 39822
0, 0, Some college, Suburban, 0, 0, 39967
1, 1, High school, Suburban, 1, 0, 28948
1, 0, Some college, Suburban, 1, 1, 39766
1, 1, Bachelor's degree +, Suburban, 1, 1, 54445
1, 1, Bachelor's degree +, Urban, 0, 1, 54491
0, 1, High school, Urban, 1, 0, 28874
0, 1, Some college, Suburban, 0, 1, 33394
0, 1, Bachelor's degree +, Suburban, 0, 1, 54475
1, 1, Bachelor's degree +, Urban, 0, 1, 54238
1, 1, Less than high school, Rural, 0, 1, 20762
1, 0, Bachelor's degree +, Urban, 1, 1, 70220
1, 1, High school, Urban, 0, 1, 28884
0, 0, Some college, Suburban, 0, 1, 39835
1, 0, Some college, Rural, 0, 1, 39691
0, 0, High school, Suburban, 1, 0, 32257
1, 1, Less than high school, Urban, 0, 1, 20646
0, 0, Bachelor's degree +, Rural, 0, 0, 70540
0, 1, Less than high school, Urban, 0, 1, 20789
0, 0, Bachelor's degree +, Suburban, 1, 0, 70529
1, 1, Bachelor's degree +, Rural, 0, 1, 54550
1, 0, Bachelor's degree +, Urban, 0, 0, 70142
0, 0, Bachelor's degree +, Urban, 0, 1, 70591
0, 1, Some college, Suburban, 0, 1, 33281
0, 1, Bachelor's degree +, Suburban, 0, 1, 54892
1, 0, Bachelor's degree +, Suburban, 0, 1, 70447
0, 1, Bachelor's degree +, Rural, 1, 1, 54790
0, 1, High school, Suburban, 0, 1, 29002
1, 1, High school, Suburban, 0, 1, 28839
1, 1, High school, Suburban, 0, 1, 28813
1, 1, Less than high school, Suburban, 0, 1, 20815
1, 0, Bachelor's degree +, Urban, 0, 1, 70331
0, 0, High school, Suburban, 0, 1, 32503
1, 0, Some college, Urban, 1, 1, 39900
0, 1, Some college, Suburban, 0, 1, 33319
1, 0, Bachelor's degree +, Suburban, 0, 1, 70453
0, 1, Some college, Urban, 0, 0, 33377
1, 0, Some college, Suburban, 1, 1, 39721
0, 0, Bachelor's degree +, Suburban, 1, 1, 70556
0, 1, Some college, Suburban, 1, 1, 33500
0, 0, High school, Suburban, 0, 1, 32312
1, 0, Bachelor's degree +, Urban, 1, 1, 70567
1, 1, Less than high school, Urban, 1, 0, 20742
1, 0, Less than high school, Suburban, 1, 1, 22115
1, 1, Some college, Urban, 0, 0, 33332
0, 0, Bachelor's degree +, Urban, 0, 1, 70443
0, 1, High school, Suburban, 0, 1, 29118
1, 0, Bachelor's degree +, Urban, 0, 0, 70512
0, 0, Bachelor's degree +, Urban, 1, 1, 70592
0, 1, Bachelor's degree +, Suburban, 0, 1, 54439
1, 0, Bachelor's degree +, Urban, 0, 1, 70471
1, 0, Bachelor's degree +, Urban, 0, 0, 70704
1, 1, High school, Urban, 1, 1, 28875
0, 1, Some college, Rural, 1, 1, 33382
1, 1, Some college, Urban, 0, 1, 33269
1, 1, Some college, Rural, 0, 1, 33445
1, 0, Some college, Urban, 1, 1, 39818
1, 1, Some college, Urban, 0, 0, 33262
1, 1, High school, Urban, 1, 1, 29066
1, 1, High school, Urban, 0, 1, 28872
0, 1, Some college, Rural, 0, 1, 33193
0, 0, Bachelor's degree +, Urban, 0, 0, 70674
0, 1, Bachelor's degree +, Urban, 0, 0, 54495
1, 0, High school, Rural, 1, 1, 32318
0, 0, Bachelor's degree +, Suburban, 0, 1, 69932
1, 1, High school, Urban, 0, 0, 28904
0, 0, Some college, Suburban, 0, 1, 39868
1, 1, High school, Urban, 0, 1, 28820
1, 1, High school, Rural, 0, 1, 28709
1, 1, Some college, Suburban, 0, 0, 33108
0, 1, Some college, Suburban, 0, 1, 33372
0, 1, Some college, Urban, 0, 1, 33462
0, 0, Bachelor's degree +, Rural, 0, 0, 70445
1, 1, High school, Suburban, 0, 1, 28919
1, 0, Bachelor's degree +, Suburban, 0, 0, 70389
0, 1, Bachelor's degree +, Suburban, 0, 1, 54621
1, 0, High school, Rural, 0, 1, 32227
0, 0, Bachelor's degree +, Urban, 0, 1, 70455
0, 1, Bachelor's degree +, Urban, 0, 0, 54400
0, 0, Bachelor's degree +, Urban, 0, 1, 70431
1, 0, Some college, Urban, 1, 1, 39941
0, 1, Bachelor's degree +, Suburban, 0, 0, 54669
1, 1, Some college, Suburban, 0, 1, 33458
1, 1, Less than high school, Urban, 0, 1, 20798
1, 1, Some college, Suburban, 0, 0, 33375
1, 0, Some college, Suburban, 0, 1, 39788
0, 1, Some college, Urban, 0, 0, 33485
1, 1, Some college, Suburban, 0, 1, 33433
1, 1, Some college, Suburban, 0, 0, 33403
1, 1, Bachelor's degree +, Urban, 0, 0, 54444
0, 0, Some college, Urban, 0, 1, 39815
1, 0, Bachelor's degree +, Rural, 0, 1, 70510
1, 1, Less than high school, Suburban, 1, 1, 20768
1, 0, Bachelor's degree +, Rural, 0, 1, 70338
1, 1, High school, Suburban, 1, 1, 28769
1, 0, Less than high school, Suburban, 0, 1, 22229
1, 0, High school, Urban, 1, 1, 32263
0, 0, Less than high school, Urban, 0, 0, 22087
1, 0, Bachelor's degree +, Urban, 0, 0, 70974
1, 0, Some college, Urban, 1, 1, 39823
1, 1, Bachelor's degree +, Suburban, 1, 1, 54148
0, 0, Some college, Suburban, 1, 1, 39714
0, 0, High school, Suburban, 0, 1, 32107
1, 1, High school, Urban, 0, 1, 28991
0, 0, Bachelor's degree +, Urban, 0, 1, 70472
0, 0, Bachelor's degree +, Urban, 0, 1, 70378
1, 1, Some college, Suburban, 0, 1, 33351
1, 1, Some college, Suburban, 0, 1, 33165
1, 1, High school, Suburban, 1, 1, 28899
1, 0, High school, Suburban, 1, 0, 32393
1, 1, Some college, Urban, 0, 1, 33359
1, 1, High school, Suburban, 0, 1, 28809
1, 0, Bachelor's degree +, Urban, 0, 1, 69989
0, 1, High school, Suburban, 0, 1, 28877
1, 1, Less than high school, Suburban, 0, 1, 20906
0, 1, High school, Urban, 0, 0, 29035
1, 1, Bachelor's degree +, Urban, 0, 1, 54587
1, 1, Bachelor's degree +, Suburban, 0, 0, 54248
1, 1, Bachelor's degree +, Suburban, 1, 0, 54513
1, 0, Some college, Urban, 0, 0, 39846
0, 0, Bachelor's degree +, Urban, 0, 1, 70975
1, 0, High school, Urban, 0, 1, 32394
1, 0, High school, Suburban, 0, 0, 32277
1, 1, High school, Rural, 0, 1, 28897
0, 0, Bachelor's degree +, Urban, 0, 0, 70716
1, 0, High school, Urban, 0, 1, 32176
1, 1, High school, Suburban, 1, 0, 28888
0, 1, Bachelor's degree +, Urban, 0, 0, 54412
0, 0, High school, Suburban, 1, 1, 32244
0, 1, Some college, Suburban, 0, 0, 33340
1, 0, High school, Suburban, 0, 0, 32254
0, 1, High school, Urban, 0, 1, 28828
0, 0, Bachelor's degree +, Suburban, 0, 0, 70420
0, 1, High school, Urban, 0, 1, 28896
1, 1, Bachelor's degree +, Urban, 0, 1, 54548
0, 0, Bachelor's degree +, Urban, 1, 1, 70429
1, 0, Some college, Suburban, 0, 0, 39646
1, 0, Less than high school, Suburban, 1, 0, 22104
1, 1, High school, Rural, 1, 1, 28937
1, 1, Bachelor's degree +, Urban, 1, 0, 54711
1, 0, Some college, Urban, 1, 1, 39822
1, 0, High school, Suburban, 0, 1, 32433
0, 1, Some college, Rural, 0, 1, 33502
1, 1, Some college, Suburban, 1, 0, 33439
0, 0, High school, Suburban, 0, 0, 32316
0, 0, Bachelor's degree +, Suburban, 0, 1, 70483
1, 0, High school, Suburban, 0, 1, 32073
1, 0, Bachelor's degree +, Suburban, 1, 1, 70550
0, 0, Bachelor's degree +, Rural, 0, 0, 70554
0, 0, Less than high school, Suburban, 0, 1, 22234
1, 0, Some college, Urban, 0, 1, 39962
0, 1, Bachelor's degree +, Suburban, 1, 0, 54288
1, 1, High school, Urban, 1, 1, 28850
0, 0, Some college, Urban, 1, 1, 39740
0, 1, Bachelor's degree +, Urban, 0, 0, 54216
0, 0, Some college, Urban, 0, 0, 39874
1, 0, High school, Suburban, 0, 0, 32263
0, 1, Some college, Suburban, 0, 1, 33427
0, 1, Bachelor's degree +, Urban, 0, 1, 54674
1, 1, Some college, Suburban, 0, 0, 33383
0, 0, Less than high school, Suburban, 0, 1, 22160
1, 1, High school, Urban, 0, 1, 28844
1, 0, Bachelor's degree +, Rural, 0, 1, 70488
0, 1, High school, Urban, 0, 0, 29122
0, 1, Some college, Suburban, 0, 0, 33387
0, 1, High school, Urban, 0, 0, 28984
1, 1, Some college, Rural, 0, 0, 33294
1, 1, Some college, Suburban, 0, 1, 33401
1, 0, Less than high school, Suburban, 0, 1, 22348
1, 1, Bachelor's degree +, Rural, 0, 1, 54407
1, 0, Bachelor's degree +, Urban, 0, 1, 70388
1, 0, Some college, Suburban, 1, 0, 40095
0, 1, Some college, Urban, 0, 1, 33467
0, 1, High school, Suburban, 0, 1, 28773
1, 1, Some college, Suburban, 0, 1, 33381
1, 1, Less than high school, Suburban, 0, 1, 20818
0, 0, Some college, Suburban, 1, 1, 39893
0, 1, High school, Rural, 1, 0, 28902
1, 0, High school, Suburban, 1, 1, 32418
1, 0, Bachelor's degree +, Rural, 1, 1, 70411
0, 0, Bachelor's degree +, Suburban, 0, 1, 70522
1, 0, High school, Urban, 0, 0, 32336
1, 0, Bachelor's degree +, Rural, 0, 1, 70452
0, 0, High school, Suburban, 1, 1, 32307
0, 1, High school, Urban, 0, 1, 28709
1, 1, Some college, Rural, 0, 1, 33281
0, 0, Some college, Rural, 0, 0, 39750
1, 0, High school, Rural, 0, 0, 32253
0, 1, Bachelor's degree +, Suburban, 1, 1, 54711
0, 1, Some college, Suburban, 0, 0, 33367
1, 1, Bachelor's degree +, Rural, 1, 0, 54197
1, 0, Some college, Suburban, 0, 1, 39826
0, 0, Bachelor's degree +, Urban, 1, 1, 70336
0, 1, Bachelor's degree +, Suburban, 0, 0, 54924
0, 1, Less than high school, Urban, 0, 1, 20823
1, 1, Bachelor's degree +, Urban, 0, 0, 54777
0, 0, Bachelor's degree +, Suburban, 0, 0, 70485
1, 0, Bachelor's degree +, Urban, 0, 1, 70644
0, 1, Some college, Urban, 1, 1, 33289
1, 1, Some college, Rural, 0, 1, 33391
1, 0, Bachelor's degree +, Rural, 1, 1, 70461
0, 0, Bachelor's degree +, Suburban, 0, 1, 70473
1, 0, Bachelor's degree +, Rural, 0, 1, 70517
0, 0, Some college, Suburban, 0, 1, 39784
1, 1, Less than high school, Suburban, 0, 0, 20859
1, 1, Some college, Rural, 0, 1, 33399
1, 0, High school, Urban, 0, 0, 32199
0, 1, High school, Suburban, 0, 1, 28873
1, 1, Bachelor's degree +, Urban, 1, 1, 54401
0, 1, Some college, Urban, 0, 1, 33116
0, 0, High school, Urban, 0, 1, 32522
1, 0, Bachelor's degree +, Rural, 0, 1, 70439
1, 1, High school, Suburban, 0, 1, 28854
0, 0, Bachelor's degree +, Urban, 1, 1, 70493
1, 0, Some college, Suburban, 0, 0, 39748
1, 0, Less than high school, Suburban, 0, 1, 22227
0, 0, High school, Urban, 0, 1, 32253
0, 1, Bachelor's degree +, Suburban, 0, 1, 54216
1, 0, High school, Rural, 0, 1, 32382
1, 1, Some college, Suburban, 0, 0, 33386
0, 1, Bachelor's degree +, Rural, 1, 1, 54564
1, 1, Bachelor's degree +, Urban, 0, 1, 54649
1, 0, High school, Urban, 0, 1, 32269
0, 0, Less than high school, Rural, 0, 1, 22197
1, 0, Some college, Suburban, 0, 1, 39810
1, 1, High school, Urban, 0, 1, 28987
1, 0, Bachelor's degree +, Rural, 0, 1, 70220
1, 0, Bachelor's degree +, Rural, 0, 1, 70701
0, 1, High school, Rural, 1, 1, 28879
1, 1, Bachelor's degree +, Suburban, 1, 1, 54489
0, 0, Bachelor's degree +, Urban, 1, 1, 70424
1, 1, Some college, Suburban, 0, 1, 33364
0, 0, Some college, Urban, 0, 1, 39825
0, 1, Less than high school, Suburban, 0, 1, 20860
1, 0, Bachelor's degree +, Urban, 0, 1, 70381
1, 1, Bachelor's degree +, Rural, 0, 0, 54272
1, 1, Some college, Suburban, 0, 0, 33335
1, 0, Some college, Suburban, 0, 1, 40080
1, 0, Less than high school, Rural, 1, 0, 22276
0, 1, Bachelor's degree +, Suburban, 0, 1, 54229
0, 0, Some college, Suburban, 0, 1, 39944
1, 1, Some college, Suburban, 0, 0, 33369
0, 0, Some college, Rural, 0, 1, 39844
1, 1, Less than high school, Urban, 0, 0, 20857
1, 1, Less than high school, Urban, 0, 1, 20679
0, 0, Some college, Suburban, 0, 0, 39712
0, 0, High school, Suburban, 0, 0, 32287
1, 0, High school, Suburban, 0, 1, 32179
1, 1, High school, Urban, 0, 0, 29080
0, 1, High school, Suburban, 0, 1, 28741
1, 0, High school, Suburban, 0, 1, 32143
1, 1, Less than high school, Suburban, 0, 1, 20843
0, 1, High school, Urban, 1, 1, 29054
1, 0, Some college, Urban, 0, 0, 39816
1, 1, High school, Urban, 0, 1, 28925
0, 0, Some college, Suburban, 0, 1, 39586
0, 0, High school, Urban, 0, 0, 32299
1, 0, Some college, Suburban, 1, 1, 39795
1, 1, High school, Suburban, 0, 0, 28914
0, 0, Bachelor's degree +, Suburban, 1, 0, 70412
1, 0, High school, Urban, 0, 1, 32130
1, 1, High school, Urban, 0, 1, 28949
0, 0, High school, Suburban, 0, 0, 32316
0, 1, Bachelor's degree +, Suburban, 1, 0, 54609
1, 1, Bachelor's degree +, Suburban, 0, 1, 54381
1, 0, High school, Suburban, 0, 1, 32322
1, 1, Less than high school, Suburban, 0, 1, 20763
1, 0, High school, Urban, 0, 1, 32289
1, 0, High school, Rural, 0, 1, 32539
1, 1, Less than high school, Suburban, 0, 1, 20814
1, 0, Less than high school, Suburban, 0, 1, 22212
0, 0, Less than high school, Suburban, 0, 1, 22184
1, 1, Some college, Suburban, 1, 1, 33394
1, 0, High school, Suburban, 0, 1, 32380
1, 1, Bachelor's degree +, Suburban, 0, 1, 54478
1, 1, Bachelor's degree +, Suburban, 1, 0, 54520
1, 1, Bachelor's degree +, Urban, 0, 1, 54425
1, 0, Less than high school, Urban, 0, 0, 22298
1, 1, High school, Urban, 1, 0, 28816
1, 0, Bachelor's degree +, Suburban, 0, 1, 70448
1, 1, Less than high school, Suburban, 1, 1, 20770
1, 1, Bachelor's degree +, Urban, 0, 1, 54479
1, 1, Some college, Suburban, 0, 0, 33123
0, 0, Bachelor's degree +, Suburban, 0, 1, 70575
0, 0, Bachelor's degree +, Urban, 0, 1, 70204
0, 0, Bachelor's degree +, Suburban, 1, 1, 70978
1, 1, Some college, Urban, 0, 0, 33447
0, 1, Bachelor's degree +, Urban, 0, 1, 54245
0, 1, Bachelor's degree +, Rural, 0, 1, 54280
0, 0, Some college, Suburban, 0, 1, 39785
1, 1, Some college, Urban, 1, 1, 33483
0, 1, Bachelor's degree +, Rural, 0, 1, 54450
1, 0, Bachelor's degree +, Suburban, 0, 0, 70352
0, 1, Bachelor's degree +, Suburban, 1, 0, 54602
1, 1, Bachelor's degree +, Suburban, 0, 1, 54700
1, 0, Bachelor's degree +, Rural, 1, 1, 70415
1, 1, Bachelor's degree +, Suburban, 0, 1, 54474
0, 0, Less than high school, Suburban, 0, 1, 22312
1, 0, Bachelor's degree +, Urban, 1, 1, 70632
1, 1, High school, Urban, 0, 0, 28902
1, 0, Bachelor's degree +, Suburban, 1, 1, 70580
1, 0, Some college, Rural, 0, 1, 39836
0, 1, Bachelor's degree +, Urban, 1, 1, 54714
1, 1, Bachelor's degree +, Suburban, 0, 0, 54489
1, 1, High school, Rural, 0, 1, 28891
1, 1, Less than high school, Urban, 1, 0, 20739
1, 0, Some college, Rural, 0, 1, 39574
1, 1, Bachelor's degree +, Suburban, 0, 1, 54141
0, 1, Some college, Suburban, 0, 0, 33270
1, 0, Bachelor's degree +, Urban, 1, 0, 70085
1, 0, Some college, Rural, 0, 0, 39778
1, 0, High school, Suburban, 1, 1, 32410
1, 0, High school, Urban, 0, 1, 32225
1, 1, Less than high school, Urban, 0, 0, 20782
1, 0, Some college, Suburban, 1, 1, 39925
1, 0, Some college, Urban, 0, 0, 39796
1, 0, Bachelor's degree +, Suburban, 0, 0, 70328
1, 0, Some college, Urban, 0, 1, 39824
1, 1, Some college, Suburban, 1, 1, 33207
1, 1, High school, Urban, 0, 0, 29004
1, 0, Bachelor's degree +, Rural, 1, 1, 70925
1, 0, Some college, Suburban, 0, 1, 39870
0, 0, Bachelor's degree +, Urban, 0, 1, 70252
1, 1, Less than high school, Suburban, 0, 0, 20935
1, 1, Some college, Urban, 0, 1, 33582
1, 1, Some college, Suburban, 0, 1, 33398
0, 1, Some college, Urban, 1, 1, 33386
0, 0, Bachelor's degree +, Urban, 0, 1, 70438
1, 0, Bachelor's degree +, Rural, 0, 0, 70373
1, 0, Some college, Rural, 0, 1, 39901
1, 0, Less than high school, Suburban, 0, 0, 22111
0, 1, High school, Suburban, 0, 1, 28807
1, 1, High school, Suburban, 1, 1, 28859
0, 0, Bachelor's degree +, Suburban, 0, 1, 70423
1, 1, High school, Suburban, 0, 1, 28823
0, 1, Some college, Urban, 0, 1, 33328
1, 0, Some college, Suburban, 1, 0, 39709
1, 1, High school, Suburban, 0, 1, 28841
1, 1, Some college, Suburban, 0, 0, 33398
0, 0, Bachelor's degree +, Suburban, 1, 1, 70504
0, 0, Some college, Urban, 0, 0, 39746
0, 1, Some college, Suburban, 0, 1, 33238
0, 0, High school, Urban, 1, 0, 32449
1, 0, Some college, Suburban, 0, 1, 39698
0, 0, Some college, Suburban, 1, 1, 39791
0, 1, Bachelor's degree +, Suburban, 0, 1, 54772
1, 1, High school, Suburban, 0, 1, 29023
0, 0, Some college, Suburban, 0, 0, 39680
0, 0, Less than high school, Rural, 1, 1, 22148
0, 1, Bachelor's degree +, Suburban, 1, 0, 54479
0, 0, High school, Urban, 1, 1, 32216
0, 0, High school, Urban, 1, 0, 32118
1, 1, High school, Rural, 0, 1, 28878
0, 0, High school, Rural, 0, 0, 32081
0, 1, Bachelor's degree +, Suburban, 1, 0, 54634
1, 0, Some college, Suburban, 0, 1, 39689
1, 0, Bachelor's degree +, Urban, 1, 0, 70496
0, 0, Less than high school, Urban, 1, 0, 22173
1, 0, Some college, Suburban, 0, 1, 39739
0, 1, Some college, Urban, 1, 1, 33378
1, 0, Bachelor's degree +, Urban, 0, 0, 70782
0, 1, Some college, Suburban, 1, 0, 33177
1, 1, Bachelor's degree +, Rural, 0, 1, 54458
1, 0, Bachelor's degree +, Suburban, 0, 1, 70897
0, 0, Bachelor's degree +, Urban, 1, 1, 70640
1, 0, Bachelor's degree +, Suburban, 0, 1, 70317
0, 1, High school, Suburban, 1, 0, 28636
0, 1, Bachelor's degree +, Urban, 1, 1, 54294
1, 1, Bachelor's degree +, Rural, 0, 1, 54562
1, 0, High school, Urban, 0, 1, 32458
0, 1, Some college, Urban, 0, 1, 33354
1, 1, High school, Urban, 0, 1, 28652
0, 1, Some college, Suburban, 1, 1, 33196
0, 0, High school, Suburban, 0, 1, 32562
1, 1, Less than high school, Suburban, 0, 1, 20787
